4;33554432;25;0.0380929;2063689
4;67108864;26;0.158497;3957809
4;134217728;27;0.415057;7603553
4;268435456;28;0.929165;14630843
4;536870912;29;1.98807;28192750
4;1073741824;30;4.17164;54400028
4;2147483648;31;8.60311;105097565
4;4294967296;32;17.634;203280221

2;33554432;25;0.202574;2063689
2;67108864;26;0.462389;3957809
2;134217728;27;1.00618;7603553
2;268435456;28;2.13445;14630843
2;536870912;29;4.47157;28192750
2;1073741824;30;9.27495;54400028
2;2147483648;31;19.0925;105097565
2;4294967296;32;39.7898;203280221
3;33554432;25;0.124948;2063689
3;67108864;26;0.334153;3957809
3;134217728;27;0.759296;7603553
3;268435456;28;1.90731;14630843
3;536870912;29;3.44384;28192750
3;1073741824;30;7.04963;54400028
3;2147483648;31;14.5851;105097565
3;4294967296;32;29.834;203280221
4;33554432;25;0.126997;2063689
4;67108864;26;0.305153;3957809
4;134217728;27;0.695853;7603553
4;268435456;28;1.47691;14630843
4;536870912;29;3.0957;28192750
4;1073741824;30;6.4298;54400028
4;2147483648;31;13.2432;105097565
4;4294967296;32;27.2013;203280221
5;33554432;25;0.068563;2063689
5;67108864;26;0.240649;3957809
5;134217728;27;0.557797;7603553
5;268435456;28;1.35947;14630843
5;536870912;29;2.57743;28192750
5;1073741824;30;6.03503;54400028
5;2147483648;31;11.0111;105097565
5;4294967296;32;22.5848;203280221
6;33554432;25;0.143472;2063689
6;67108864;26;0.205155;3957809
6;134217728;27;0.506221;7603553
6;268435456;28;1.10615;14630843
6;536870912;29;2.35982;28192750
6;1073741824;30;5.87945;54400028
6;2147483648;31;11.3112;105097565
6;4294967296;32;22.1986;203280221
7;33554432;25;0.0589252;2063689
7;67108864;26;0.169706;3957809
7;134217728;27;0.436106;7603553
7;268435456;28;0.971153;14630843
7;536870912;29;2.07512;28192750
7;1073741824;30;5.40832;54400028
7;2147483648;31;8.98424;105097565
7;4294967296;32;18.9953;203280221
8;33554432;25;0.0424061;2063689
8;67108864;26;0.174467;3957809
8;134217728;27;0.41058;7603553
8;268435456;28;0.919619;14630843
8;536870912;29;2.13077;28192750
8;1073741824;30;3.97083;54400028
8;2147483648;31;8.27144;105097565
8;4294967296;32;17.0374;203280221

4;33554432;25;0.202156;2063689
4;67108864;26;0.547954;3957809
4;134217728;27;1.19336;7603553
4;268435456;28;2.42647;14630843
4;536870912;29;5.17257;28192750
4;1073741824;30;10.7353;54400028
4;2147483648;31;22.1404;105097565
4;4294967296;32;46.0815;203280221
5;33554432;25;0.17733;2063689
5;67108864;26;0.460189;3957809
5;134217728;27;0.99617;7603553
5;268435456;28;2.08948;14630843
5;536870912;29;4.24958;28192750
5;1073741824;30;8.72693;54400028
5;2147483648;31;17.9463;105097565
5;4294967296;32;37.2404;203280221
6;33554432;25;0.141249;2063689
6;67108864;26;0.376414;3957809
6;134217728;27;0.865444;7603553
6;268435456;28;1.88665;14630843
6;536870912;29;3.72323;28192750
6;1073741824;30;7.73086;54400028
6;2147483648;31;15.8194;105097565
6;4294967296;32;33.0477;203280221
